hidx,favorite,recentView,attribute.created_device,attribute.naverVerification,attribute.safeDirectTrade,attribute.withoutFee,attribute.withoutFeeDiscount,attribute.isZero,attribute.isRentalManagement,attribute.recommend,attribute.isFa,attribute.verificationType,attribute.isReported,attribute.isMyReport,attribute.smartContract,attribute.userType,attribute.status_code,attribute.isOwnerConfirm,attribute.naverUpdatedAt,attribute.peterVerified,attribute.peterVerifiedCheckVacancyDate,attribute.peterOwnerCheckedAt,attribute.is_recommend,attribute.is_jjin,info.temp_address,info.vaddr,info.subject,info.room_count,info.bedroom_count,info.thumbnail,info.created_at,info.live_start_date,info.is_octop,info.is_half_underground,info.is_multilayer,info.supplied_size,info.supplied_pyeong,info.real_size,info.real_pyeong,info.naver_map,info.livingroom_text,type.contract_type,type.trade_type,type.building_form,type.building_type,type.building_type_text,type.building_code,type.isCafe,type.fa3Code,price.monthly_fee,price.deposit,price.maintenance_cost,floor.target,floor.total,floor.floor_type,floor.floor_text,floor.floor_text_detail,location.coordinate.latitude,location.coordinate.longitude,location.address.sido,location.address.sigungu,location.address.dong,location.address.aptName,location.address.text,additional_options.is_new_building,additional_options.have_parking_lot,additional_options.is_full_option,additional_options.have_elevator,additional_options.support_loan,additional_options.allow_pet,additional_options.is_main_road,images.S
15195415,False,False,web,False,False,True,20,True,False,False,,,0,0,0,agent,0103,,,False,,,False,False,,0,"<넓고저렴한집>서울대앞,분리형최상위",1,1,https://img.peterpanz.com/photo/20240223/15195415/65d8ab644b79b_thumb.jpg,2024-02-23 23:27:48,2024-02-23 23:28:05,0,0,0,23.14,6.99,23.14,6.99,1,분리형,월세,withoutFee,원룸,빌라/주택,원룸,1162010200102440157005509,False,0,370000,2000000,80000,3,3,1,3층,3층/3층,37.469476,126.9400584,서울특별시,관악구,신림동,,관악구 신림동,0,0,0,0,0,0,0,"[{'id': 289220184, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab644b79b_thumb.jpg', 'order': 1}, {'id': 289220187, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab64e452f_thumb.jpg', 'order': 2}, {'id': 289220190, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab657ca61_thumb.jpg', 'order': 3}, {'id': 289220193, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab66249d0_thumb.jpg', 'order': 4}, {'id': 289220196, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab66c87dd_thumb.jpg', 'order': 5}, {'id': 289220199, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab6775a06_thumb.jpg', 'order': 6}, {'id': 289220202, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab682022f_thumb.jpg', 'order': 7}, {'id': 289220205, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab68ba8f3_thumb.jpg', 'order': 8}, {'id': 289220208, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab696748f_thumb.jpg', 'order': 9}, {'id': 289220211, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab6a0e3ed_thumb.jpg', 'order': 10}, {'id': 289220214, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab6aa87d3_thumb.jpg', 'order': 11}, {'id': 289220217, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab6b44861_thumb.jpg', 'order': 12}, {'id': 289220220, 'path': 'https://img.peterpanz.com/photo/20240223/15195415/65d8ab6bd788f_thumb.jpg', 'order': 13}]"
15188331,False,False,ios,False,False,False,0,False,False,False,,,0,0,0,user,0103,,,False,,,False,False,,0,조용한 주택가 저렴한 옥탑,1,1,https://img.peterpanz.com/photo/20240222/15188331/6935290330c0dfe8bac010f62184a598_thumb.jpg,2024-02-22 15:14:36,2024-02-22 00:00:00,1,0,0,160.56,48.56,11.25,3.4,1,오픈형,월세,direct,다가구,빌라/주택,다가구,1162010200100940090018891,False,0,350000,1000000,0,4,4,2,고층,고층/4층,37.475552204395,126.93879583197,서울특별시,관악구,신림동,,관악구 신림동,0,0,0,0,0,0,0,"[{'id': 290024111, 'path': 'https://img.peterpanz.com/photo/20240222/15188331/6935290330c0dfe8bac010f62184a598_thumb.jpg', 'order': 1}, {'id': 290024114, 'path': 'https://img.peterpanz.com/photo/20240222/15188331/5ce1d8f776bc69cc5909383a8c872b0f_thumb.jpg', 'order': 2}, {'id': 290024117, 'path': 'https://img.peterpanz.com/photo/20240222/15188331/4c48ff0902a5282a9dfb1e5dd39fab72_thumb.jpg', 'order': 3}, {'id': 290024120, 'path': 'https://img.peterpanz.com/photo/20240222/15188331/a3ecd696afaa5c4e9fb5fb3ecd82deca_thumb.jpg', 'order': 4}, {'id': 290024123, 'path': 'https://img.peterpanz.com/photo/20240222/15188331/936fc2913503b7d6ebb2d6ba87e54d57_thumb.jpg', 'order': 5}]"
15194076,False,False,web,True,False,True,100,True,False,False,,D2,0,0,0,agent,0103,,2024-02-24 09:50:02,False,,,False,False,,0,Lead누구나반할집선착순풀옵션,1,1,https://img.peterpanz.com/photo/20220806/13270416/62ee0c232d65f_thumb.jpg,2024-02-23 17:51:11,2024-02-24 00:00:00,0,0,0,29.75,8.99,26.45,8.0,1,분리형,월세,withoutFee,빌라,빌라/주택,빌라,,False,0,400000,20000000,75000,7,10,1,7층,7층/10층,37.2747406324036,127.017811061642,경기도,수원시 팔달구,구천동,,수원시 팔달구 구천동,0,0,0,0,0,0,0,"[{'id': 289194417, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c232d65f_thumb.jpg', 'order': 1}, {'id': 289194420, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c23a008f_thumb.jpg', 'order': 2}, {'id': 289194423, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c243ef21_thumb.jpg', 'order': 3}, {'id': 289194426, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c24b70a2_thumb.jpg', 'order': 4}, {'id': 289194429, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c25445ad_thumb.jpg', 'order': 5}, {'id': 289194432, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c25b6e1e_thumb.jpg', 'order': 6}, {'id': 289194435, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c262fa16_thumb.jpg', 'order': 7}, {'id': 289194438, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c268fa5f_thumb.jpg', 'order': 8}, {'id': 289194441, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c270bb6d_thumb.jpg', 'order': 9}, {'id': 289194444, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c2778ff6_thumb.jpg', 'order': 10}, {'id': 289194447, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c27eab12_thumb.jpg', 'order': 11}, {'id': 289194450, 'path': 'https://img.peterpanz.com/photo/20220806/13270416/62ee0c28661eb_thumb.jpg', 'order': 12}]"
15203771,False,False,android,False,False,False,0,False,False,False,,,0,0,0,user,0103,,,False,,,False,False,,0,별내중학교입구월세 반전세 주택 즉시입주가능,2,2,https://img.peterpanz.com/photo/20240118/15044084/8c22904ed2461638145420f30029f8f9_thumb.jpg,2024-02-27 00:35:50,2024-02-27 00:00:00,0,0,0,59.51,18.0,59.51,18.0,1,분리형,월세,direct,다가구,빌라/주택,다가구,4136031021104290013012944,False,0,400000,20000000,0,1,3,2,저층,저층/3층,37.710595645549,127.11178894336,경기도,남양주시,별내면,,남양주시 별내면,0,0,0,0,0,0,0,"[{'id': 289486459, 'path': 'https://img.peterpanz.com/photo/20240118/15044084/8c22904ed2461638145420f30029f8f9_thumb.jpg', 'order': 1}, {'id': 289486463, 'path': 'https://img.peterpanz.com/photo/20240118/15044084/94ac67a736d4b29e7b3996cc79473eaa_thumb.jpg', 'order': 2}, {'id': 289486467, 'path': 'https://img.peterpanz.com/photo/20240118/15044084/62b1e88220e1f149d7980a6d61b5724b_thumb.jpg', 'order': 3}, {'id': 289486471, 'path': 'https://img.peterpanz.com/photo/20240118/15044084/be7ec62e06ac22def9e26ef1ef91f2a1_thumb.jpg', 'order': 4}, {'id': 289486474, 'path': 'https://img.peterpanz.com/photo/20240118/15044084/6d39b951d32da34e55ddf025501b7bd9_thumb.jpg', 'order': 5}, {'id': 289486477, 'path': 'https://img.peterpanz.com/photo/20240118/15044084/dc257b18cc89d8575e663d00a1962e00_thumb.jpg', 'order': 6}]"
15164974,False,False,web,True,False,True,100,True,False,False,,D2,0,0,0,agent,0103,,2024-02-17 09:59:02,False,,,False,False,,0,"(가디, 독산)역세권넓은방가성비진짜좋아요",1,1,https://img.peterpanz.com/photo/20221228/13712806/63ac063405f2c_thumb.jpg,2024-02-16 22:40:48,2024-02-17 00:00:00,0,0,0,33.06,10.0,23.14,6.99,0,분리형,월세,withoutFee,원룸,빌라/주택,원룸,1154510200103030015000002,False,0,520000,5000000,70000,5,8,1,5층,5층/8층,37.4721571670764,126.891068083938,서울특별시,금천구,독산동,,금천구 독산동,0,0,0,0,0,0,0,"[{'id': 288348739, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac063405f2c_thumb.jpg', 'order': 1}, {'id': 288348743, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac06348a77e_thumb.jpg', 'order': 2}, {'id': 288348747, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac063517e19_thumb.jpg', 'order': 3}, {'id': 288348751, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac0635882f5_thumb.jpg', 'order': 4}, {'id': 288348754, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac0636149c0_thumb.jpg', 'order': 5}, {'id': 288348757, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac063682515_thumb.jpg', 'order': 6}, {'id': 288348760, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac063709e87_thumb.jpg', 'order': 7}, {'id': 288348763, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac0637719bf_thumb.jpg', 'order': 8}, {'id': 288348766, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac0637d26fd_thumb.jpg', 'order': 9}, {'id': 288348769, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac0638554e1_thumb.jpg', 'order': 10}, {'id': 288348772, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac0638c990a_thumb.jpg', 'order': 11}, {'id': 288348775, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac06394a7ae_thumb.jpg', 'order': 12}, {'id': 288348778, 'path': 'https://img.peterpanz.com/photo/20221228/13712806/63ac0639a9dd8_thumb.jpg', 'order': 13}]"
15222013,False,False,cro,False,False,False,0,False,False,False,,,0,0,0,user,0103,,,False,,,False,False,,0,1층 에어컨원룸 200ㅡ20만 도배 장판 완료 건대원룸 세종대원룸 구의10분,1,1,https://img.peterpanz.com/photo/20240302/15222013/f0f8c1279e6ed965faf37fdcb7fe325d_thumb.jpg,2024-03-02 09:17:06,2024-03-01 18:53:00,0,0,0,19.84,6.0,19.84,6.0,1,,월세,direct,,빌라/주택,빌라/주택,1121510500102320014021795,True,0,200000,2000000,0,1,3,1,1층,1층/3층,37.5350775,127.078776,서울특별시,광진구,자양동,,광진구 자양동,0,0,0,0,0,0,0,"[{'id': 289954948, 'path': 'https://img.peterpanz.com/photo/20240302/15222013/f0f8c1279e6ed965faf37fdcb7fe325d_thumb.jpg', 'order': 1}, {'id': 289954951, 'path': 'https://img.peterpanz.com/photo/20240302/15222013/65035340b17425eb981cb84196a1600f_thumb.jpg', 'order': 2}, {'id': 289954954, 'path': 'https://img.peterpanz.com/photo/20240302/15222013/4c4ee515455b253f39bc33d9cb18a9b2_thumb.jpg', 'order': 3}, {'id': 289954957, 'path': 'https://img.peterpanz.com/photo/20240302/15222013/51c97c905ffa40fbeca590a005b24ebc_thumb.jpg', 'order': 4}]"
15246746,False,False,web,True,False,True,100,True,False,False,,D2,0,0,0,agent,0103,,2024-03-08 09:46:01,False,,,False,False,,0,신대방 NO.1 화이트,1,1,https://img.peterpanz.com/photo/20240305/15235937/65e6be47b79fd_thumb.jpg,2024-03-07 17:50:07,2024-03-11 11:47:10,0,0,0,26.45,8.0,23.14,6.99,1,분리형,월세,withoutFee,원룸,빌라/주택,원룸,1162010200105180053007441,False,0,400000,3000000,80000,1,3,1,1층,1층/3층,37.4858621,126.9129704,서울특별시,관악구,신림동,,관악구 신림동,0,0,0,0,0,0,0,"[{'id': 290673816, 'path': 'https://img.peterpanz.com/photo/20240305/15235937/65e6be47b79fd_thumb.jpg', 'order': 1}, {'id': 290673819, 'path': 'https://img.peterpanz.com/photo/20240305/15235937/65e6be484d468_thumb.jpg', 'order': 2}, {'id': 290673822, 'path': 'https://img.peterpanz.com/photo/20240305/15235937/65e6be48c27ca_thumb.jpg', 'order': 3}, {'id': 290673825, 'path': 'https://img.peterpanz.com/photo/20240305/15235937/65e6be4948769_thumb.jpg', 'order': 4}, {'id': 290673828, 'path': 'https://img.peterpanz.com/photo/20240305/15235937/65e6be49bd247_thumb.jpg', 'order': 5}]"
15217294,False,False,web,False,False,True,90,True,False,False,,,0,0,0,agent,0103,,,False,,,False,False,,0,더블역세권 신축급 리모델링 떴다!! 망설이면 품절,2,2,https://img.peterpanz.com/photo/20231203/14881387/656bd1747df62_thumb.jpg,2024-02-29 17:40:04,2024-02-29 17:40:10,0,0,0,56.2,16.99,52.9,16.0,0,분리형,월세,withoutFee,단독,빌라/주택,단독,1159010700110160047010193,False,0,700000,50000000,100000,2,2,2,고층,고층/2층,37.4816199846936,126.978026869335,서울특별시,동작구,사당동,,동작구 사당동,0,0,0,0,0,0,0,"[{'id': 289839089, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd1747df62_thumb.jpg', 'order': 1}, {'id': 289839092, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd174e8066_thumb.jpg', 'order': 2}, {'id': 289839095, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd17549c71_thumb.jpg', 'order': 3}, {'id': 289839098, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd175a1e3c_thumb.jpg', 'order': 4}, {'id': 289839101, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd17610ccb_thumb.jpg', 'order': 5}, {'id': 289839104, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd17665391_thumb.jpg', 'order': 6}, {'id': 289839107, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd176c2d5b_thumb.jpg', 'order': 7}, {'id': 289839110, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd17725844_thumb.jpg', 'order': 8}, {'id': 289839113, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd17783241_thumb.jpg', 'order': 9}, {'id': 289839116, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd177e340b_thumb.jpg', 'order': 10}, {'id': 289839119, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd17841619_thumb.jpg', 'order': 11}, {'id': 289839122, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd1789c57f_thumb.jpg', 'order': 12}, {'id': 289839125, 'path': 'https://img.peterpanz.com/photo/20231203/14881387/656bd17908570_thumb.jpg', 'order': 13}]"
15236751,False,False,web,True,False,True,100,True,False,False,,D2,0,0,0,agent,0103,,2024-03-06 09:48:00,False,,,False,False,,0,엄청 큰 1.5룸깔끔한 컨디션에 풀옵션 매물입니다!중문X 여닫이!,1,1,https://img.peterpanz.com/photo/20240305/15236751/65e6da1c5ddd8_thumb.jpg,2024-03-05 17:38:52,2024-03-06 00:00:00,0,0,0,69.99,21.17,26.45,8.0,1,분리형,월세,withoutFee,단독,빌라/주택,단독,1162010200104720026014441,False,0,100000,170000000,100000,1,3,2,저층,저층/3층,37.486945,126.919728,서울특별시,관악구,신림동,,관악구 신림동,0,0,0,0,0,0,0,"[{'id': 290387097, 'path': 'https://img.peterpanz.com/photo/20240305/15236751/65e6da1c5ddd8_thumb.jpg', 'order': 1}, {'id': 290387100, 'path': 'https://img.peterpanz.com/photo/20240305/15236751/65e6da1caada7_thumb.jpg', 'order': 2}, {'id': 290387103, 'path': 'https://img.peterpanz.com/photo/20240305/15236751/65e6da1d064c3_thumb.jpg', 'order': 3}, {'id': 290387106, 'path': 'https://img.peterpanz.com/photo/20240305/15236751/65e6da1d59c9a_thumb.jpg', 'order': 4}, {'id': 290387109, 'path': 'https://img.peterpanz.com/photo/20240305/15236751/65e6da1d9e102_thumb.jpg', 'order': 5}, {'id': 290387112, 'path': 'https://img.peterpanz.com/photo/20240305/15236751/65e6da1de47d5_thumb.jpg', 'order': 6}]"
15254584,False,False,web,True,False,False,0,False,False,False,,D2,0,0,0,agent,0103,,2024-03-09 17:23:00,False,,,False,False,,0,서계동 옥탑방  약 5평  기본옵션  즉시입주 전세3천가능 주차,1,1,https://img.peterpanz.com/photo/20240309/15254584/65ec142edc126_thumb.jpg,2024-03-09 16:47:58,2024-03-09 00:00:00,1,0,0,5.04,1.52,5.04,1.52,0,분리형,월세,agency,다가구,빌라/주택,다가구,1117010800102520007021810,False,0,250000,5000000,0,4,4,1,4층(옥탑),4층(옥탑)/4층,37.5508645,126.9650353,서울특별시,용산구,서계동,,용산구 서계동,0,0,0,0,0,0,0,"[{'id': 290896497, 'path': 'https://img.peterpanz.com/photo/20240309/15254584/65ec142edc126_thumb.jpg', 'order': 1}, {'id': 290896500, 'path': 'https://img.peterpanz.com/photo/20240309/15254584/65ec142f4c84e_thumb.jpg', 'order': 2}, {'id': 290896503, 'path': 'https://img.peterpanz.com/photo/20240309/15254584/65ec142faac1d_thumb.jpg', 'order': 3}, {'id': 290896506, 'path': 'https://img.peterpanz.com/photo/20240309/15254584/65ec14300cc76_thumb.jpg', 'order': 4}, {'id': 290896509, 'path': 'https://img.peterpanz.com/photo/20240309/15254584/65ec1430716f3_thumb.jpg', 'order': 5}]"
15246344,False,False,web,True,False,True,100,True,False,False,,D2,0,0,0,agent,0103,,2024-03-07 17:17:01,False,,,False,False,,0,어서오세요 가성비 최고 풀옵션 원룸!!,1,1,https://img.peterpanz.com/photo/20211102/12190025/6180e538dca7c_thumb.jpg,2024-03-07 16:55:14,2024-03-07 00:00:00,0,0,0,23.14,6.99,18.18,5.49,1,오픈형,월세,withoutFee,원룸,빌라/주택,원룸,1154510100102340032014953,False,0,200000,20000000,90000,4,8,1,4층,4층/8층,37.473324408709,126.89282340318,서울특별시,금천구,가산동,,금천구 가산동,0,0,0,0,0,0,0,"[{'id': 290661121, 'path': 'https://img.peterpanz.com/photo/20211102/12190025/6180e538dca7c_thumb.jpg', 'order': 1}, {'id': 290661124, 'path': 'https://img.peterpanz.com/photo/20211102/12190025/6180e5384a9c7_thumb.jpg', 'order': 2}, {'id': 290661127, 'path': 'https://img.peterpanz.com/photo/20211102/12190025/6180e5397b446_thumb.jpg', 'order': 3}, {'id': 290661130, 'path': 'https://img.peterpanz.com/photo/20211102/12190025/6180e53a1fa9c_thumb.jpg', 'order': 4}, {'id': 290661133, 'path': 'https://img.peterpanz.com/photo/20211102/12190025/6180e53ab7e92_thumb.jpg', 'order': 5}, {'id': 290661136, 'path': 'https://img.peterpanz.com/photo/20211102/12190025/6180e53b58ca4_thumb.jpg', 'order': 6}, {'id': 290661139, 'path': 'https://img.peterpanz.com/photo/20211102/12190025/6180e53be12f0_thumb.jpg', 'order': 7}]"
15241220,False,False,web,False,False,True,100,True,False,False,,,0,0,0,agent,0103,,,False,,,False,False,,0,월세 전세 모든 상담 가능합니다 편하게 문의 주세요!,2,2,https://img.peterpanz.com/photo/20240306/15241220/65e8243701a5b_thumb.jpg,2024-03-06 17:07:18,2024-03-06 17:07:30,0,0,0,39.43,11.92,27.5,8.31,1,오픈형,월세,withoutFee,빌라,빌라/주택,빌라,1156013200103100003013739,False,0,650000,50000000,55000,4,5,1,4층,4층/5층,37.5068366,126.9051437,서울특별시,영등포구,신길동,,영등포구 신길동,0,0,0,0,0,0,0,"[{'id': 290513452, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e8243701a5b_thumb.jpg', 'order': 1}, {'id': 290513455, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e824374ba4a_thumb.jpg', 'order': 2}, {'id': 290513458, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e82437900ef_thumb.jpg', 'order': 3}, {'id': 290513461, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e82437d0bca_thumb.jpg', 'order': 4}, {'id': 290513464, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e824381f095_thumb.jpg', 'order': 5}, {'id': 290513467, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e82438612a7_thumb.jpg', 'order': 6}, {'id': 290513470, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e82438ab02e_thumb.jpg', 'order': 7}, {'id': 290513473, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e82438e8518_thumb.jpg', 'order': 8}, {'id': 290513476, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e8243931fd3_thumb.jpg', 'order': 9}, {'id': 290513479, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e8243976e33_thumb.jpg', 'order': 10}, {'id': 290513482, 'path': 'https://img.peterpanz.com/photo/20240306/15241220/65e82439d647b_thumb.jpg', 'order': 11}]"
14925422,False,False,web,False,False,False,0,False,False,False,,,0,0,0,agent,0103,,,False,,,False,False,,0,1.5룸 큰방초역세권큰 거실 선착순!!,1,1,https://img.peterpanz.com/photo/20231214/14925422/658cfbf92d308_thumb.jpg,2023-12-14 17:27:10,2024-03-08 16:20:20,0,0,0,23.14,6.99,21.49,6.5,0,오픈형,월세,agency,단독,빌라/주택,단독,1162010200104970005016027,False,0,500000,30000000,70000,4,4,2,고층,고층/4층,37.4888004,126.9167174,서울특별시,관악구,신림동,,관악구 신림동,0,0,0,0,0,0,0,"[{'id': 280946180, 'path': 'https://img.peterpanz.com/photo/20231214/14925422/658cfbf92d308_thumb.jpg', 'order': 1}, {'id': 280946183, 'path': 'https://img.peterpanz.com/photo/20231214/14925422/658cfbf9c5052_thumb.jpg', 'order': 2}, {'id': 280946186, 'path': 'https://img.peterpanz.com/photo/20231214/14925422/658cfbfa5d581_thumb.jpg', 'order': 3}, {'id': 280946189, 'path': 'https://img.peterpanz.com/photo/20231214/14925422/658cfbfaf29d4_thumb.jpg', 'order': 4}, {'id': 280946192, 'path': 'https://img.peterpanz.com/photo/20231214/14925422/658cfbfb7e812_thumb.jpg', 'order': 5}, {'id': 280946195, 'path': 'https://img.peterpanz.com/photo/20231214/14925422/658cfbfc05a62_thumb.jpg', 'order': 6}]"
15161807,False,False,web,True,False,True,50,True,False,False,,D2,0,0,0,agent,0103,,2024-02-16 14:55:01,False,,,False,False,,0,깔끔한고층원룸뷰~최고치안최고가성비탑친절상담,1,1,https://img.peterpanz.com/photo/20240120/15052951/65ae0c9b6afe4_thumb.jpg,2024-02-16 14:00:54,2024-02-16 00:00:00,0,0,0,26.45,8.0,19.84,6.0,1,오픈형,월세,withoutFee,원룸,빌라/주택,원룸,1162010200115690006003021,False,0,400000,20000000,99000,8,9,2,고층,고층/9층,37.4813917,126.9151462,서울특별시,관악구,신림동,,관악구 신림동,0,0,0,0,0,0,0,"[{'id': 288261700, 'path': 'https://img.peterpanz.com/photo/20240120/15052951/65ae0c9b6afe4_thumb.jpg', 'order': 1}, {'id': 288261704, 'path': 'https://img.peterpanz.com/photo/20240120/15052951/65ae0c9bdb9cb_thumb.jpg', 'order': 2}, {'id': 288261709, 'path': 'https://img.peterpanz.com/photo/20240120/15052951/65ae0e1eea189_thumb.jpg', 'order': 3}, {'id': 288261715, 'path': 'https://img.peterpanz.com/photo/20240120/15052951/65ae0c9b08d89_thumb.jpg', 'order': 4}, {'id': 288261719, 'path': 'https://img.peterpanz.com/photo/20240120/15052951/65ae0e1f61e03_thumb.jpg', 'order': 5}, {'id': 288261722, 'path': 'https://img.peterpanz.com/photo/20240120/15052951/65ae0c9a83e76_thumb.jpg', 'order': 6}, {'id': 288261727, 'path': 'https://img.peterpanz.com/photo/20240120/15052951/65ae0c9c43a91_thumb.jpg', 'order': 7}]"
15039175,False,False,web,False,False,True,30,True,False,False,,D2,0,0,0,agent,0103,,,False,,,False,False,,0,초저렴 급매물 역세권 원룸,1,1,https://img.peterpanz.com/photo/20240116/15039175/65a646f571433_thumb.jpg,2024-01-16 18:05:57,2024-02-12 13:47:13,0,1,0,30.0,9.07,24.0,7.25,1,오픈형,월세,withoutFee,원룸,빌라/주택,원룸,1156013200115390000008657,False,0,350000,5000000,50000,-1,3,2,저층,저층/3층,37.5002972,126.9173736,서울특별시,영등포구,신길동,,영등포구 신길동,0,0,0,0,0,0,0,"[{'id': 284779081, 'path': 'https://img.peterpanz.com/photo/20240116/15039175/65a646f571433_thumb.jpg', 'order': 1}, {'id': 284779084, 'path': 'https://img.peterpanz.com/photo/20240116/15039175/65a646f5d2cbe_thumb.jpg', 'order': 2}, {'id': 284779087, 'path': 'https://img.peterpanz.com/photo/20240116/15039175/65a646f6360ce_thumb.jpg', 'order': 3}, {'id': 284779090, 'path': 'https://img.peterpanz.com/photo/20240116/15039175/65a646f69030f_thumb.jpg', 'order': 4}, {'id': 284779093, 'path': 'https://img.peterpanz.com/photo/20240116/15039175/65a646f6e05bc_thumb.jpg', 'order': 5}, {'id': 284779096, 'path': 'https://img.peterpanz.com/photo/20240116/15039175/65a646f739c33_thumb.jpg', 'order': 6}]"
15216577,False,False,web,False,False,True,100,True,False,False,,,0,0,0,agent,0103,,,False,,,False,False,,0,드림 하우스! 편안한 삶의 시작을 위한 완벽한 선택,2,2,https://img.peterpanz.com/photo/20231122/14847952/655dbf57a59d4_thumb.jpg,2024-02-29 15:39:43,2024-02-29 15:39:49,0,0,0,49.59,15.0,46.28,13.99,0,분리형,월세,withoutFee,단독,빌라/주택,단독,1154510100100390003014351,False,0,400000,50000000,70000,2,2,2,고층,고층/2층,37.4826845,126.8831843,서울특별시,금천구,가산동,,금천구 가산동,0,0,0,0,0,0,0,"[{'id': 289816724, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf57a59d4_thumb.jpg', 'order': 1}, {'id': 289816727, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf5818e92_thumb.jpg', 'order': 2}, {'id': 289816730, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf574dc79_thumb.jpg', 'order': 3}, {'id': 289816733, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf59c1e88_thumb.jpg', 'order': 4}, {'id': 289816736, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf58686a5_thumb.jpg', 'order': 5}, {'id': 289816739, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf58ba144_thumb.jpg', 'order': 6}, {'id': 289816742, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf5916faf_thumb.jpg', 'order': 7}, {'id': 289816745, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf5972ef1_thumb.jpg', 'order': 8}, {'id': 289816748, 'path': 'https://img.peterpanz.com/photo/20231122/14847952/655dbf5a79fb9_thumb.jpg', 'order': 9}]"
